0.00000 0.97953
0.04008 1.08764
0.08016 1.02686
0.12024 1.06153
0.16032 1.35118
0.20040 1.33058
0.24048 1.23628
0.28056 1.28996
0.32064 1.37250
0.36072 1.45303
0.40080 1.46082
0.44088 1.26110
0.48096 1.44770
0.52104 1.47141
0.56112 1.61094
0.60120 1.59020
0.64128 1.32605
0.68136 1.51243
0.72144 1.73863
0.76152 1.54869
0.80160 1.55807
0.84168 1.67792
0.88176 1.97196
0.92184 1.56045
0.96192 1.61902
1.00200 1.70196
1.04208 1.73128
1.08216 1.76351
1.12224 1.72001
1.16232 1.86175
1.20240 1.66214
1.24248 1.65520
1.28257 1.50480
1.32265 1.55798
1.36273 1.65894
1.40281 1.80074
1.44289 1.61661
1.48297 1.75246
1.52305 1.63022
1.56313 1.76479
1.60321 1.48936
1.64329 1.69804
1.68337 1.55542
1.72345 1.60313
1.76353 1.55907
1.80361 1.70700
1.84369 1.70381
1.88377 1.57737
1.92385 1.67176
1.96393 1.75864
2.00401 1.61490
2.04409 1.61606
2.08417 1.57298
2.12425 1.65674
2.16433 1.67043
2.20441 1.42664
2.24449 1.34396
2.28457 1.48088
2.32465 1.53381
2.36473 1.37081
2.40481 1.50162
2.44489 1.39252
2.48497 1.37637
2.52505 1.41598
2.56513 1.41161
2.60521 1.20791
2.64529 1.27819
2.68537 1.02706
2.72545 1.16912
2.76553 1.08940
2.80561 1.05485
2.84569 1.27251
2.88577 1.21444
2.92585 1.18824
2.96593 1.19672
3.00601 1.02378
3.04609 0.98962
3.08617 0.93776
3.12625 0.93559
3.16633 1.00916
3.20641 0.97102
3.24649 0.82953
3.28657 1.00680
3.32665 0.94876
3.36673 0.98722
3.40681 1.04987
3.44689 0.74939
3.48697 0.91650
3.52705 0.80114
3.56713 0.88898
3.60721 0.80059
3.64729 0.98337
3.68737 0.74022
3.72745 0.93801
3.76754 0.72719
3.80762 0.79101
3.84770 0.71124
3.88778 0.61320
3.92786 0.73588
3.96794 0.68268
4.00802 0.50159
4.04810 0.59335
4.08818 0.63851
4.12826 0.54177
4.16834 0.58002
4.20842 0.61897
4.24850 0.72718
4.28858 0.71149
4.32866 0.55091
4.36874 0.76519
4.40882 0.55201
4.44890 0.64913
4.48898 0.69566
4.52906 0.44563
4.56914 0.50087
4.60922 0.56405
4.64930 0.62822
4.68938 0.58931
4.72946 0.67864
4.76954 0.45050
4.80962 0.39437
4.84970 0.50778
4.88978 0.66518
4.92986 0.70592
4.96994 0.61465
5.01002 0.63508
5.05010 0.66713
5.09018 0.60352
5.13026 0.63071
5.17034 0.67938
5.21042 0.56771
5.25050 0.51946
5.29058 0.87279
5.33066 0.81831
5.37074 0.77560
5.41082 0.79600
5.45090 0.88209
5.49098 0.71855
5.53106 0.74386
5.57114 0.83546
5.61122 0.71494
5.65130 0.94130
5.69138 0.87208
5.73146 0.76807
5.77154 0.86434
5.81162 0.81875
5.85170 0.84301
5.89178 0.88087
5.93186 0.96296
5.97194 0.97079
6.01202 0.84380
6.05210 1.00354
6.09218 0.91344
6.13226 0.78812
6.17234 1.01051
6.21242 0.82322
6.25251 0.95447
6.29259 1.10726
6.33267 1.13593
6.37275 1.00023
6.41283 0.99423
6.45291 1.03479
6.49299 0.87236
6.53307 1.27382
6.57315 0.99909
6.61323 1.23036
6.65331 1.08455
6.69339 1.22730
6.73347 1.30528
6.77355 1.19616
6.81363 1.35196
6.85371 1.06919
6.89379 1.21716
6.93387 1.06449
6.97395 1.03655
7.01403 1.11708
7.05411 1.07805
7.09419 1.09156
7.13427 1.22404
7.17435 1.12945
7.21443 1.13281
7.25451 1.15623
7.29459 1.10440
7.33467 1.37574
7.37475 1.32400
7.41483 1.33243
7.45491 1.11002
7.49499 1.14564
7.53507 1.17083
7.57515 1.18237
7.61523 1.13843
7.65531 1.13920
7.69539 1.29576
7.73547 1.23806
7.77555 1.28264
7.81563 1.30042
7.85571 1.10572
7.89579 1.06463
7.93587 1.33348
7.97595 1.22659
8.01603 1.31136
8.05611 1.13874
8.09619 1.22320
8.13627 1.13095
8.17635 1.06800
8.21643 1.09828
8.25651 0.91203
8.29659 1.15663
8.33667 1.09199
8.37675 1.14897
8.41683 1.30282
